white_id,opening_name,Games Played,Win Rate
clown_with_a_knife,Sicilian Defense,1,0.0
clownish,Ruy Lopez: Morphy Defense |  Caro Variation,1,0.0
clunia,French Defense: Advance Variation |  Nimzowitsch System,1,0.0
clydefrog,French Defense: Exchange Variation,1,0.0
clydefrog,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,1,0.0
clzwlx,Ruy Lopez: Morphy Defense |  Tarrasch Variation,1,1.0
cmxcapablanca,French Defense: King's Indian Attack,1,1.0
cmys,King's Indian Defense: Normal Variation |  King's Knight Variation,1,0.0
cnnfoxmsn1,Four Knights Game: Italian Variation,1,1.0
cnopm,Alekhine Defense,2,1.0
cnopm,Center Game: Paulsen Attack Variation,1,0.0
cnopm,French Defense: Steinitz Attack,1,1.0
cnopm,King's Pawn Game: Napoleon Attack,7,0.8571428571428571
cnopm,Scandinavian Defense: Main Line,1,1.0
cnopm,Sicilian Defense,1,1.0
cnv,Bishop's Opening: Boi Variation,1,1.0
coachaleks,St. George Defense,1,0.0
coachlam,Van't Kruijs Opening,1,0.0
cocal1949,Sicilian Defense,1,0.0
coccia1,Queen's Pawn Game: Anti-Torre,1,1.0
coco2000,Queen's Gambit Declined: Alapin Variation,1,1.0
coco31,Mieses Opening,1,0.0
coco31,Polish Opening,1,0.0
coco31,Queen's Pawn Game #2,1,0.0
cocomo,Philidor Defense #2,1,0.0
cocoronco123,Sodium Attack,1,1.0
cocororo,Danish Gambit,1,0.0
cocororo,Danish Gambit Accepted,1,1.0
cocororo,King's Pawn Game: Maroczy Defense,1,1.0
cocororo,Nimzowitsch Defense: Kennedy Variation |  Paulsen Attack,1,1.0
codagirl,King's Knight Opening,1,1.0
codagirl,King's Knight Opening: Normal Variation,1,0.0
codagirl,Nimzo-Larsen Attack,1,0.0
codagirl,Philidor Defense,1,1.0
codagirl,Philidor Defense #3,2,0.5
codagirl,Polish Opening: Bugayev Attack,1,0.0
codagirl,Ruy Lopez: Berlin Defense #2,2,0.5
codagirl,Ruy Lopez: Bird Variation,1,0.0
codagirl,Ruy Lopez: Cozio Defense,1,1.0
codagirl,Ruy Lopez: Morphy Defense |  Caro Variation,1,0.0
codagirl,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,1,0.0
codagirl,Ruy Lopez: Steinitz Defense,2,0.5
codagirl,Scotch Game,1,1.0
codagirl,Sicilian Defense: Bowdler Attack,3,0.3333333333333333
codagirl,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,2,0.5
codagirl,Sicilian Defense: Staunton-Cochrane Variation,1,1.0
code89,Philidor Defense #3,1,1.0
codh,Sicilian Defense: Delayed Alapin,1,1.0
cohiba_313,French Defense: Knight Variation,1,1.0
coldbound,Sicilian Defense: Mengarini Variation,1,0.0
colig,Scotch Game,1,0.0
colo63,Sicilian Defense,1,0.0
colombiaeddy,Queen's Pawn Game: London System,1,1.0
colorlace,Scandinavian Defense,1,1.0
comm74ru,Englund Gambit Complex: Englund Gambit,1,0.0
comm74ru,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,1,1.0
commodore,Center Game #2,1,0.0
commodore,Center Game: Paulsen Attack Variation,1,0.0
commonerror,English Opening: Four Knights System |  Nimzowitsch Variation,1,0.0
comped,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,1,0.0
comtur,Queen's Pawn Game: Chigorin Variation,1,0.0
conanwong,French Defense: Rubinstein Variation |  Fort Knox Variation,1,0.0
conanwong,Sicilian Defense: Hyperaccelerated Dragon,1,1.0
concentrado,Polish Opening,1,1.0
coni,French Defense: Queen's Knight,1,0.0
conlon,Queen's Pawn Game #2,1,1.0
connor1,Sicilian Defense: Closed Variation,1,0.0
conormac,Russian Game: Three Knights Game,1,1.0
conormac,Ruy Lopez: Morphy Defense |  Tarrasch Variation,1,1.0
consilius,English Opening: The Whale,1,0.0
constancero,Sicilian Defense: Bowdler Attack,1,0.0
constantaa,Sicilian Defense: French Variation,1,0.0
constantchange,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
contagemmg,Englund Gambit,1,0.0
contempt0,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System,1,1.0
conwycastle,Dutch Defense: Raphael Variation,1,1.0
conwycastle,Sicilian Defense: Dragon Variation |  Levenfish Variation |  Main Line,1,0.0
cookie11,Englund Gambit Complex: Hartlaub-Charlick Gambit,1,1.0
cookieblake,Caro-Kann Defense,1,0.0
cookieblake,English Opening: King's English Variation |  Reversed Closed Sicilian,1,0.0
cookieblake,English Opening: King's English Variation |  Reversed Sicilian,1,1.0
cookieblake,Franco-Benoni Defense,1,0.0
cookieblake,Italian Game: Two Knights Defense |  Fritz Variation,1,0.0
cookieblake,Philidor Defense: Exchange Variation #2,1,1.0
cookieblake,Queen's Gambit Refused: Austrian Defense,1,1.0
cookieblake,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
cookieblake,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1,1.0
cooldude1200,King's Pawn Game: Leonardis Variation,1,0.0
cooldude1200,Philidor Defense: Nimzowitsch Variation #2,1,1.0
cooldude1200,Scandinavian Defense,1,0.0
cooldude1200,Scotch Game,1,1.0
cooldude1200,Sicilian Defense: Bowdler Attack,1,0.0
coolfan4545,Lemming Defense,1,1.0
cooltool,Ruy Lopez: Steinitz Defense,1,1.0
copaa,Van't Kruijs Opening,1,0.0
copeica,Philidor Defense #4,1,1.0
coraumou,Ruy Lopez: Classical Variation,1,0.0
corey5010,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Early Deviations,1,1.0
corga1,Sicilian Defense: Closed Variation,1,1.0
corgih,French Defense: Advance Variation #4,1,1.0
corilus1,Trompowsky Attack,1,1.0
cormooo,Philidor Defense,1,0.0
cormorankr,Indian Game: Reversed Chigorin Defense,1,0.0
cornely,Sicilian Defense: Bowdler Attack,1,1.0
corol,Alekhine Defense: Two Pawn Attack |  Lasker Variation,1,0.0
corol,Philidor Defense: Nimzowitsch Variation,1,0.0
corruptbishop,Philidor Defense #2,1,1.0
corruptbishop,Ponziani Opening,2,0.5
corshun,Pirc Defense #5,1,1.0
corteswwr,Scandinavian Defense: Mieses-Kotroc Variation,1,0.0
cortomaltesian,Italian Game: Classical Variation #2,1,1.0
corvete,Bishop's Opening: Berlin Defense,1,1.0
corvete,Sicilian Defense: Bowdler Attack,1,0.0
corvusossifragus,French Defense: Steinitz Attack,1,1.0
cosmicalternator,Hungarian Opening,1,0.0
cosqun588,French Defense #2,1,0.0
cosqun588,French Defense: Horwitz Attack,1,0.0
costag,Rat Defense: Small Center Defense,1,0.0
costarica89,Queen's Pawn Game #3,1,0.0
cothraige,Slav Defense #2,1,1.0
couch_x_warrior,Scotch Game,1,1.0
counter-check,Van't Kruijs Opening,1,0.0
countmustachio,Sicilian Defense: Bowdler Attack,1,0.0
country47it,Italian Game: Giuoco Pianissimo |  Canal Variation,1,0.0
country47it,Sicilian Defense: Bowdler Attack,1,1.0
coway,Sicilian Defense: Paulsen Variation,1,0.0
cowcowcuw123,Borg Defense,1,0.0
cowcowcuw123,Caro-Kann Defense,1,0.0
cowcowcuw123,Philidor Defense #2,1,1.0
cowcowcuw123,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,1,0.0
cowcowcuw123,Ruy Lopez: Closed Variations |  Bogoljubov Variation,1,0.0
cowcowcuw123,Ruy Lopez: Open Variations |  Open Variation,1,0.0
cowcowcuw123,Scandinavian Defense: Main Line |  Mieses Variation,1,0.0
cowcowcuw123,Scandinavian Defense: Mieses-Kotroc Variation,1,0.0
cowcowcuw123,Scandinavian Defense: Panov Transfer,1,0.0
cowcowcuw123,Sicilian Defense: Godiva Variation,1,0.0
cozychess,Sicilian Defense: Dragon Variation |  Classical Variation #2,1,1.0
cptobvious,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,1,1.0
cqfd00,Caro-Kann Defense,1,0.0
cr2015,Queen's Pawn,1,1.0
cr2015,Queen's Pawn Game: Steinitz Countergambit,1,0.0
cr7isco,Sicilian Defense,1,0.0
crabcake,Nimzo-Larsen Attack: Modern Variation,1,0.0
craciun05,Indian Game,2,0.5
craciun05,Modern Defense,1,0.0
craciun05,Queen's Pawn,1,1.0
craciun05,Queen's Pawn Game: Stonewall Attack,4,0.75
cracking12345,Dutch Defense,1,1.0
cracking12345,King's Indian Defense: Four Pawns Attack |  Normal Attack,1,0.0
cracking12345,Nimzo-Indian Defense: Classical Variation,1,0.0
cracking12345,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,0.0
cracking12345,Owen Defense,1,0.0
cracking12345,Semi-Slav Defense,1,1.0
craigi70,King's Pawn Game: Wayward Queen Attack,1,0.0
crajr1966,Semi-Slav Defense: Main Line,1,1.0
crameshnayak,Bishop's Opening,1,0.0
crapbandit,Englund Gambit,1,1.0
crax_is_bax,Elephant Gambit,1,0.0
crax_is_bax,Four Knights Game: Spanish Variation,2,1.0
crax_is_bax,Four Knights Game: Spanish Variation |  Classical Variation,1,1.0
crax_is_bax,French Defense: Knight Variation,2,1.0
crax_is_bax,King's Pawn Game: McConnell Defense,1,0.0
crax_is_bax,Queen's Pawn Game: Zukertort Variation,1,1.0
crax_is_bax,Russian Game: Three Knights Game,1,0.0
crax_is_bax,Sicilian Defense: French Variation,1,1.0
crax_is_bax,Sicilian Defense: Old Sicilian,3,0.3333333333333333
crax_is_bax,Sicilian Defense: Paulsen Variation,2,0.0
crax_is_bax,Three Knights Opening,2,1.0
crax_is_bax,Three Knights Opening: Winawer Defense,1,0.0
crazycheckmate77,Ruy Lopez: Closed Variations |  Flohr System,1,0.0
crazymove,Budapest Defense,1,0.0
crazyscientist1,Alekhine Defense,1,0.0
crazyscientist1,Duras Gambit,1,1.0
crazyscientist1,French Defense: Exchange Variation,1,1.0
crazyscientist1,King's Gambit |  Falkbeer Countergambit |  Modern Transfer,1,0.0
crazyscientist1,King's Pawn Game,8,0.0
crazyscientist1,Pirc Defense: Austrian Attack |  Weiss Variation,1,0.0
crazyscientist1,Queen's Gambit Accepted: Central Variation |  Greco Variation,1,0.0
crazyscientist1,Scandinavian Defense: Mieses-Kotroc Variation,1,0.0
crazyscientist1,Sicilian Defense,1,0.0
crazyscientist1,Sicilian Defense: Closed,1,1.0
crazyscientist1,Sicilian Defense: Closed Variation,1,1.0
crazyscientist2,Sicilian Defense: Closed Variation,1,0.0
cresento,Queen's Gambit Refused: Marshall Defense,1,0.0
cretinowski,Queen's Gambit Declined: Harrwitz Attack,1,1.0
cris36,Van't Kruijs Opening,4,0.0
cris865,Van't Kruijs Opening,1,1.0
criscola,Englund Gambit,1,1.0
crissam,Sicilian Defense: McDonnell Attack,1,0.0
cristiancito34,English Opening: King's English Variation,1,1.0
cristiankings,Russian Game: Three Knights Game,1,0.0
cristianoconcurseiro,French Defense: Exchange Variation,1,1.0
cristianopires1,Ruy Lopez: Classical Variation,1,0.0
cristoballan,Zukertort Opening: Black Mustang Defense,1,0.0
critico-82,French Defense: Classical Variation |  Steinitz Variation,1,0.0
critico-82,King's Pawn,2,1.0
crixin,Barnes Defense,1,0.0
crixin,Dutch Defense,1,0.0
crixin,English Defense #2,1,1.0
crixin,Englund Gambit Declined |  Reversed Krebs,1,0.0
crixin,King's Pawn Game: Leonardis Variation,1,1.0
crixin,Mieses Opening,1,0.0
crixin,Queen's Pawn Game,1,0.0
crixin,Queen's Pawn Game #2,1,0.0
crixin,Queen's Pawn Game: Chigorin Variation,1,1.0
crixin,Queen's Pawn Game: Colle System |  Anti-Colle,1,0.0
crixin,Queen's Pawn Game: Mason Attack,2,0.5
crixin,Queen's Pawn Game: Veresov Attack |  Classical Defense,1,1.0
crixin,Torre Attack #2,1,1.0
crixin,Trompowsky Attack,1,0.0
crixin,Van't Kruijs Opening,4,0.25
crizstill,Queen's Pawn Game: Mason Attack,1,0.0
cro_chess_fan,French Defense: Classical Variation |  Swiss Variation,1,1.0
cro_chess_fan,French Defense: Winawer Variation,1,0.0
cro_chess_fan,Modern Defense,1,1.0
cro_chess_fan,Philidor Defense: Hanham Variation |  Krause Variation,1,1.0
cro_chess_fan,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
cro_chess_fan,Scotch Gambit,2,0.5
cro_chess_fan,Scotch Game: Scotch Gambit,1,1.0
cro_chess_fan,Scotch Game: Scotch Gambit |  Advance Variation,2,0.5
cro_chess_fan,Sicilian Defense: Accelerated Dragon |  Exchange Variation,1,1.0
cro_chess_fan,Sicilian Defense: Kan Variation |  Maroczy Bind |  Hedgehog Variation,1,1.0
cro_chess_fan,Sicilian Defense: Open #3,2,0.5
croatiaqueen,Hungarian Opening,1,0.0
cropsy,Queen's Pawn Game,1,0.0
crosshair,Borg Defense,1,1.0
crosshair,French Defense: King's Indian Attack,2,0.0
croyd,Russian Game: Urusov Gambit,1,1.0
crraii,Caro-Kann Defense: Advance Variation,1,1.0
crraii,Caro-Kann Defense: Advance Variation |  Short Variation,2,0.5
crraii,Nimzo-Indian Defense: Ragozin Variation,1,1.0
crraii,Ruy Lopez: Classical Variation |  Central Variation,1,0.0
crraii,Ruy Lopez: Closed Variations |  Flohr System,1,0.0
crraii,Ruy Lopez: Morphy Defense |  Caro Variation,1,1.0
crraii,Scandinavian Defense: Marshall Variation,1,1.0
crraii,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,1,0.0
crraii,Sicilian Defense: Canal-Sokolsky Attack,1,1.0
crraii,Sicilian Defense: Delayed Alapin Variation,1,1.0
crraii,Sicilian Defense: Najdorf Variation |  English Attack |  Anti-English,1,1.0
crraii,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,2,0.5
crraii,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,3,1.0
cruising,Sicilian Defense,1,1.0
crunchyslime,Slav Defense,1,0.0
crusova_35,Caro-Kann Defense: Advance Variation |  Bronstein Variation,1,0.0
crusova_35,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,3,0.3333333333333333
csc1963,Van't Kruijs Opening,1,0.0
csekebeni,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,1,0.0
cselhu3,King's Pawn Game: Busch-Gass Gambit,1,1.0
cselhu3,Sicilian Defense: Closed,1,1.0
cselhu3,Sicilian Defense: Closed Variation,1,0.0
cselhu3,Sicilian Defense: Closed Variation |  Fianchetto Variation,1,1.0
cseszo,Polish Opening: Symmetrical Variation,1,0.0
csslider,Blackmar-Diemer Gambit Declined |  Lamb Defense,1,0.0
ctetxam,Sicilian Defense: Canal Attack |  Main Line,2,0.0
cuatos,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,1,0.0
cuazar,French Defense: Normal Variation,1,0.0
cuazar,Owen Defense,1,0.0
cuazar,Sicilian Defense #2,1,1.0
cuazar,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1,1.0
cuello,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,1,1.0
cullarvega,Kangaroo Defense,1,1.0
cullarvega,Queen's Gambit Declined,1,1.0
cullarvega,Queen's Pawn Game: Chigorin Variation,1,0.0
cunha25,Italian Game,2,1.0
currobau,Sicilian Defense #2,1,1.0
curry117,Four Knights Game: Italian Variation,1,1.0
curry117,French Defense #2,1,1.0
curry117,Italian Game: Anti-Fried Liver Defense,2,0.5
curry117,King's Pawn Game: McConnell Defense,1,0.0
curry117,Nimzowitsch Defense,1,1.0
curry117,Scandinavian Defense: Main Line,1,0.0
curry117,Scandinavian Defense: Modern Variation #2,1,1.0
curry117,Scotch Game,1,1.0
curry117,Sicilian Defense: Old Sicilian,2,1.0
curseofthesadmonk,Ruy Lopez: Steinitz Defense,1,1.0
curseofthesadmonk,Sicilian Defense: Closed Variation |  Traditional,1,1.0
cursoexadep,Ruy Lopez: Morphy Defense |  Steinitz Deferred,1,1.0
curvyhat,Italian Game: Classical Variation |  Giuoco Pianissimo,1,0.0
custelinha,Owen Defense,1,0.0
custommods,Italian Game: Two Knights Defense |  de Riviere Gambit,1,0.0
custommods,Philidor Defense #3,1,0.0
custommods,Queen's Pawn Game: Krause Variation,1,1.0
cutemano,Grob Opening,1,0.0
cutiepanda,Four Knights Game: Spanish Variation |  Rubinstein Variation,1,0.0
cutiepanda,Philidor Defense #2,4,0.25
cuwer1234,Center Game,1,0.0
cuxhaven,Sicilian Defense: Pin Variation,3,1.0
cuyanamente,Queen's Pawn Game #2,1,0.0
cuzinvinny,Sicilian Defense: Open #3,1,1.0
cv1a,Indian Game,1,0.0
cvl,King's Pawn Game: Busch-Gass Gambit,1,1.0
cwill246,Sicilian Defense: Canal-Sokolsky Attack,1,1.0
cyborgassassin47,Philidor Defense #3,1,0.0
cyborgassassin47,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
cyborgassassin47,Sicilian Defense,1,1.0
cyborgx7,Sicilian Defense: Closed Variation,1,0.0
cyclone123,Horwitz Defense,1,1.0
cymon,French Defense: Advance Variation #3,1,1.0
czarek77,Nimzo-Larsen Attack: Modern Variation #4,1,0.0
czeslaw62,Nimzo-Indian Defense: Ragozin Variation,1,0.0
czteacherman,Sicilian Defense: Alapin Variation,1,1.0
czungun,King's Pawn Game: Leonardis Variation,1,1.0
d-daniljev,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,1,0.0
d35tr0y3r,Center Game Accepted,1,0.0
d3f1n3d,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,1,0.0
d3rp,Sicilian Defense: French Variation |  Normal,1,1.0
d8336,French Defense #2,1,1.0
d_aparicio,Queen's Pawn Game #2,1,1.0
d_mekro,Sicilian Defense: Paulsen Variation,2,1.0
d_war,Center Game #2,1,0.0
d_war,Four Knights Game: Italian Variation,1,0.0
d_war,Four Knights Game: Scotch Variation,1,1.0
d_war,French Defense: Normal Variation,1,0.0
d_war,Giuoco Piano,1,0.0
d_war,Gunderam Defense,1,0.0
d_war,Nimzowitsch Defense: Breyer Variation,1,1.0
d_war,Philidor Defense,1,0.0
d_war,Scotch Game,1,0.0
d_war,Scotch Game: Classical Variation |  Intermezzo Variation,1,0.0
d_war,Sicilian Defense: Loewenthal Variation,1,1.0
d_war,Sicilian Defense: Old Sicilian,1,0.0
d_war,Vienna Game,1,1.0
da19,Petrov: Modern Attack,1,1.0
daaaaaaaark,Scotch Game,1,0.0
dac23,Van't Kruijs Opening,2,0.0
dadt505,Four Knights Game: Italian Variation,2,1.0
dadt505,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,1,0.0
dadt505,Kangaroo Defense: Keres Defense |  Transpositional Variation,1,1.0
dadt505,King's Knight Opening,1,1.0
dadt505,King's Pawn Game: Damiano Defense,1,0.0
dadt505,Nimzo-Indian Defense: 4.e3 e8g8 |  5.Nf3 |  without ...d5,1,0.0
dadt505,Nimzo-Indian Defense: Ragozin Variation,2,0.5
dadt505,Owen Defense,1,0.0
dadt505,Philidor Defense #3,1,1.0
dadt505,Queen's Gambit Declined: Queen's Knight Variation,2,0.5
dadt505,Queen's Gambit Declined: Vienna Variation |  Quiet Variation,1,1.0
dadt505,Queen's Gambit Refused: Albin Countergambit,1,1.0
dadt505,Queen's Gambit Refused: Baltic Defense,1,1.0
dadt505,Queen's Gambit Refused: Chigorin Defense #3,1,0.0
dadt505,Russian Game: Three Knights Game,1,1.0
dadt505,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
dadt505,Sicilian Defense: Bowdler Attack,1,0.0
dadt505,Sicilian Defense: Smith-Morra Gambit #2,1,0.0
dadt505,Slav Defense #3,2,0.5
dadt505,Zukertort Opening: Vos Gambit,1,0.0
daduke,Sicilian Defense: Modern Variations |  Main Line,1,0.0
daerka,Sicilian Defense,2,0.0
daerka,Sicilian Defense: Bowdler Attack,1,1.0
daerka,Van't Kruijs Opening,1,0.0
daesh001,Sicilian Defense: Bowdler Attack,1,1.0
dafuqamidoing,King's Pawn Game: Damiano Defense,1,1.0
dagobertzeiler,Caro-Kann Defense: Hillbilly Attack,2,1.0
dahabi,Bishop's Opening,2,0.0
dahabi,French Defense: Advance Variation,1,0.0
dahabi,French Defense: Advance Variation |  Paulsen Attack,2,0.0
dahabi,Italian Game: Hungarian Defense,1,0.0
dahabi,Modern Defense,1,1.0
dahabi,Ruy Lopez: Exchange Variation |  Normal Variation,1,0.0
dahabi,Sicilian Defense: Alapin Variation,2,0.0
dahabi,Sicilian Defense: Delayed Alapin Variation,1,0.0
dahabi,Sicilian Defense: Kramnik Variation,1,0.0
dahdah,Caro-Kann Defense: Classical Variation,1,1.0
daiodd,Zukertort Opening: Tennison Gambit,1,1.0
dajazzyman,Sicilian Defense: Mengarini Variation,1,1.0
dakotar,Grob Opening,1,0.0
dakotar,Kadas Opening,1,0.0
dakotarain,Alekhine Defense: The Squirrel,1,0.0
dakotarain,Center Game #2,1,1.0
dakotarain,Danish Gambit,1,1.0
dakotarain,King's Pawn Game,2,0.0
dakotarain,King's Pawn Game: Damiano Defense,1,0.0
damian910801,Sicilian Defense: Smith-Morra Gambit #2,1,1.0
damiano50,Ruy Lopez: Morphy Defense |  Caro Variation,1,1.0
damiselablanca,Queen's Pawn Game #2,1,0.0
dan00b,Ruy Lopez: Exchange Variation,1,0.0
dana1971,Queen's Gambit Accepted: Old Variation,1,0.0
dandarie,Anderssen Opening,1,1.0
dandisd,Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation,1,1.0
danger79,Anderssen Opening,1,1.0
dangerflaps,Vienna Game: Vienna Gambit,1,1.0
dangerous1,Alekhine Defense: The Squirrel,2,1.0
dangi,Caro-Kann Defense: Two Knights Attack,1,0.0
daniamurashov,Four Knights Game: Italian Variation,3,1.0
daniamurashov,Queen's Pawn Game: Zukertort Variation,2,1.0
danice,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
danichivas,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1,0.0
danichou,Sicilian Defense: Bowdler Attack,1,0.0
danidep02,King's Knight Opening: Normal Variation,1,0.0
daniel79,French Defense: Knight Variation,1,0.0
daniel_likes_chess,French Defense #2,1,0.0
daniel_likes_chess,French Defense: Advance Variation |  Paulsen Attack,1,0.0
daniel_likes_chess,French Defense: Knight Variation,1,0.0
daniel_likes_chess,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,0.0
daniel_likes_chess,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
daniel_likes_chess,Van't Kruijs Opening,1,1.0
danielcarax28,Queen's Indian Defense: Classical Variation |  Polugaevsky Gambit,1,0.0
danielec11,Sicilian Defense: Old Sicilian,1,1.0
danielgraham88,French Defense: Mediterranean Defense,1,0.0
danielgraham88,Hungarian Opening,3,0.6666666666666666
danielgraham88,Hungarian Opening: Reversed Alekhine,1,0.0
danielgraham88,Indian Game: Paleface Attack |  Blackmar-Diemer Gambit Deferred,1,1.0
danielgraham88,King's Pawn Game: Leonardis Variation,1,0.0
danielgraham88,Queen's Pawn Game #2,1,0.0
danielllos321,Sicilian Defense: French Variation,1,1.0
danielmagalhaes,King's Pawn Game: Leonardis Variation,1,0.0
danielmop,Philidor Defense #2,1,0.0
danielmop,Ponziani Opening: Jaenisch Counterattack,1,1.0
danielmop,Scandinavian Defense: Marshall Variation,1,0.0
danielmop,Scandinavian Defense: Mieses-Kotroc Variation,1,0.0
danielsmith,Torre Attack,2,1.0
danielsubreal,Italian Game: Two Knights Defense |  Modern Bishop's Opening,1,1.0
danielsubreal,Sicilian Defense: Bowdler Attack,1,0.0
danielvanderola,Center Game: Paulsen Attack Variation,1,0.0
danielvsk,King's Gambit Declined |  Miles Defense,1,0.0
danieru99,Philidor Defense #3,1,1.0
daniil78,Sicilian Defense,1,1.0
daniil90,Ruy Lopez: Classical Variation,1,0.0
danilo1961,Queen's Pawn Game: Chigorin Variation,1,0.0
danilo1961,Slav Defense: Quiet Variation,1,1.0
danilober,Vienna Game,1,1.0
danilovikk,Queen's Gambit Declined,1,1.0
daniman,English Defense #2,1,0.0
daniyal_rysaev,Queen's Gambit Accepted,1,1.0
danko_25,French Defense: Two Knights Variation,1,0.0
danko_25,Modern Defense,1,0.0
danko_25,Ruy Lopez: Classical Variation,1,1.0
danko_25,Sicilian Defense: Accelerated Dragon,1,0.0
dannie65,Caro-Kann Defense: Classical Variation,1,1.0
danny77,King's Indian Defense: Normal Variation,1,0.0
danny77,Nimzo-Indian Defense: Leningrad Variation,1,0.0
danny77,Queen's Gambit Declined: Modern Variation,1,1.0
danny_1,Queen's Pawn Game: Colle System |  Anti-Colle,1,0.0
dannylerouge,Italian Game: Scotch Gambit |  Double Gambit Accepted,1,0.0
dannym,French Defense: Knight Variation,1,0.0
danolteanu2015,Vienna Game,1,1.0
danopp,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,1,1.0
dantesmontecristo,French Defense #2,1,0.0
dantesmontecristo,French Defense: Mediterranean Defense,1,0.0
danxiot,Sicilian Defense: Staunton-Cochrane Variation,1,1.0
danylee84,King's Pawn Game: Wayward Queen Attack,1,0.0
danymatt,Queen's Pawn Game: Chigorin Variation,1,1.0
daoc,Russian Game: Urusov Gambit,1,1.0
darayava,King's Indian Defense: Six Pawns Attack,1,1.0
darby74,Bishop's Opening,1,1.0
dardelu,French Defense: Knight Variation,1,1.0
darewing,French Defense: Winawer Variation |  Advance Variation,1,1.0
daria69,King's Pawn Game: Tortoise Opening,1,1.0
dariash,Sicilian Defense #2,1,1.0
dario1989,King's Gambit,1,1.0
dario1989,Sicilian Defense: Classical Variation,1,0.0
dariorod1211,Center Game #2,1,1.0
darjov,French Defense: Reti-Spielmann Attack,2,1.0
darkdevilish,Queen's Gambit Declined,1,0.0
darkdoc199,Nimzo-Larsen Attack: Modern Variation,1,1.0
darkdoc199,Queen's Pawn Game: Chigorin Variation,1,1.0
darkest_moment,Queen's Gambit Refused: Chigorin Defense #3,1,0.0
darkgold,Queen's Gambit Declined,1,0.0
darkhorse_98,Caro-Kann Defense,1,1.0
darkhorse_98,Neo-Gruenfeld Defense: Delayed Exchange Variation,1,1.0
darkhorse_98,Ruy Lopez: Steinitz Defense,1,1.0
darkkjon,Anderssen Opening,1,0.0
darkknight11111,Bird Opening: Dutch Variation,1,0.0
darkknight11111,Dutch Defense,1,0.0
darkknight11111,Horwitz Defense,1,0.0
darkknight11111,Hungarian Opening,1,0.0
darkknight11111,Indian Game: Pawn Push Variation,1,0.0
darkknight11111,Italian Game: Schilling-Kostic Gambit,1,0.0
darkknight11111,King's Gambit Accepted |  Bishop's Gambit,1,0.0
darkknight11111,Queen's Gambit Accepted: Bogoljubov Defense,1,0.0
darkknight11111,Ruy Lopez: Morphy Defense |  Caro Variation,1,1.0
darknight01,King's Indian Defense: Larsen Variation,1,0.0
darko9963,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,1,0.0
darkophis,Queen's Gambit Accepted: Classical Defense |  Steinitz Variation |  Exchange Variation,1,1.0
darkselephants,French Defense: La Bourdonnais Variation,1,1.0
darksimphony,Zukertort Opening: Sicilian Invitation,1,1.0
darobertson,Alekhine Defense,1,0.0
darobertson,Caro-Kann Defense,1,0.0
darobertson,English Opening: Agincourt Defense,1,1.0
darobertson,English Opening: Anglo-Indian Defense,3,0.6666666666666666
darobertson,English Opening: Great Snake Variation,1,0.0
darobertson,English Opening: King's English Variation,8,0.25
darobertson,English Opening: Symmetrical Variation |  Full Symmetry Line,1,0.0
darobertson,Philidor Defense: Nimzowitsch Variation |  Klein Variation,1,0.0
darobertson,Scandinavian Defense: Main Line |  Mieses Variation,1,0.0
daros21,Russian Game: Three Knights Game,1,1.0
darrell300,King's Pawn Game: Damiano Defense,1,0.0
darrell300,Philidor Defense #2,1,0.0
darrell300,Scandinavian Defense,1,1.0
darrell300,St. George Defense,1,0.0
